adsh,cik,company_name,sic,form,fiscal_year,fiscal_period,filing_period,current_period,prior_period,period_gap_days,filed_date,revenue_tag,revenue_unit,revenue_current,revenue_prior,revenue_change,revenue_change_pct,net_income_tag,net_income_unit,net_income_current,net_income_prior,net_income_change,net_income_change_pct,net_margin_current_pct,net_margin_prior_pct,net_margin_change_pp,operating_income_tag,operating_income_unit,operating_income_current,operating_income_prior,operating_income_change,operating_income_change_pct,operating_margin_current_pct,operating_margin_prior_pct,operating_margin_change_pp,profitability_measure_coverage,trend_classification,classification_rule
0001104659-26-034507,0001561921,"TELA BIO, INC.",3841,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-25,RevenueFromContractWithCustomerExcludingAssessedTax,USD,80275000.0,69300000.0,10975000.0,15.836940836940837,NetIncomeLoss,USD,-38831000.0,-37841000.0,-990000.0,-2.6162099310271927,-48.37246963562753,-54.6046176046176,6.232147968990071,OperatingIncomeLoss,USD,-33755000.0,-34115000.0,360000.0,-98.94474571302946,-42.04920585487387,-49.22799422799423,7.178788373120354,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-034814,0001347858,"22ND CENTURY GROUP, INC.",2111,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-26,RevenueFromContractWithCustomerIncludingAssessedTax,USD,17587000.0,24382000.0,-6795000.0,-27.86891969485686,NetIncomeLoss,USD,-5054000.0,-15164000.0,10110000.0,66.6710630440517,-28.73713538409052,-62.193421376425235,33.456285992334706,OperatingIncomeLoss,USD,-11566000.0,-13950000.0,2384000.0,-82.91039426523298,-65.76448513106271,-57.21433844639488,-8.550146684667837,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-037874,0001429260,"FORTRESS BIOTECH, INC.",2834,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerIncludingAssessedTax,USD,61239000.0,55134000.0,6105000.0,11.073022091631298,NetIncomeLoss,USD,6815000.0,-45997000.0,52812000.0,114.816183664152,11.128529205245023,-83.42764900061668,94.5561782058617,OperatingIncomeLoss,USD,-70221000.0,-110379000.0,40158000.0,-63.61807952599679,-114.66712389163769,-200.2013276743933,85.5342037827556,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001108524-26-000060,0001108524,"SALESFORCE, INC.",7372,10-K,2025,FY,2026-01-31,2026-01-31,2025-01-31,365,2026-03-02,RevenueFromContractWithCustomerExcludingAssessedTax,USD,41525000000.0,37895000000.0,3630000000.0,9.57910014513788,NetIncomeLoss,USD,7457000000.0,6197000000.0,1260000000.0,20.332418912376955,17.9578567128236,16.35308088138277,1.6047758314408327,OperatingIncomeLoss,USD,8331000000.0,7205000000.0,1126000000.0,115.62803608605135,20.06261288380494,19.013062409288825,1.0495504745161117,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001111711-26-000027,0001111711,NISOURCE INC.,4931,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-11,RevenueFromContractWithCustomerExcludingAssessedTax,USD,6522800000.0,5282900000.0,1239900000.0,23.470063790721007,NetIncomeLoss,USD,929500000.0,760400000.0,169100000.0,22.238295633876906,14.250015330839517,14.39360957050105,-0.14359423966153473,OperatingIncomeLoss,USD,1835300000.0,1455500000.0,379800000.0,126.0941257299897,28.13668976513154,27.55115561528706,0.5855341498444799,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001127537-26-000015,0001127537,PULMONX CORP,3841,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-10,RevenueFromContractWithCustomerExcludingAssessedTax,USD,90497000.0,83789000.0,6708000.0,8.005824153528506,NetIncomeLoss,USD,-54003000.0,-56394000.0,2391000.0,4.2398127460368125,-59.67380134148093,-67.3047774767571,7.630976135276157,OperatingIncomeLoss,USD,-53663000.0,-57704000.0,4041000.0,-92.99701927076113,-59.29809827950098,-68.86822852641755,9.570130246916575,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001130310-26-000008,0001130310,CENTERPOINT ENERGY INC,4911,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-19,Revenues,USD,9357000000.0,8643000000.0,714000000.0,8.261020479000347,NetIncomeLoss,USD,1052000000.0,1019000000.0,33000000.0,3.2384690873405297,11.24291973923266,11.789887770450076,-0.5469680312174152,OperatingIncomeLoss,USD,2110000000.0,1990000000.0,120000000.0,106.03015075376885,22.549962594848775,23.024412819622817,-0.47445022477403953,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001166003-26-000016,0001166003,"XPO, INC.",4700,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-05,RevenueFromContractWithCustomerExcludingAssessedTax,USD,8157000000.0,8072000000.0,85000000.0,1.0530227948463826,NetIncomeLoss,USD,316000000.0,387000000.0,-71000000.0,-18.34625322997416,3.87397327448817,4.794350842418236,-0.9203775679300662,OperatingIncomeLoss,USD,656000000.0,660000000.0,-4000000.0,99.39393939393939,8.042172367291897,8.176412289395442,-0.1342399221035434,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001174947-26-000243,0000095029,STURM RUGER & CO INC,3480,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-02,Revenues,USD,546057000.0,535643000.0,10414000.0,1.9442053755953126,NetIncomeLoss,USD,-4391000.0,30563000.0,-34954000.0,-114.36704511991624,-0.8041285067309824,5.705852592118258,-6.509981098849241,OperatingIncomeLoss,USD,-12299000.0,31654000.0,-43953000.0,-38.85448916408669,-2.2523289693200526,5.90953302852833,-8.161861997848382,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001185185-26-000897,0001138476,PACIFIC HEALTH CARE ORGANIZATION INC,8090,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-18,Revenues,USD,6715175.0,6065390.0,649785.0,10.71299619645233,NetIncomeLoss,USD,1387647.0,883584.0,504063.0,57.04754726205997,20.66434605203885,14.567637035705866,6.096709016332985,OperatingIncomeLoss,USD,1001038.0,852623.0,148415.0,117.40687267408926,14.907102197634462,14.057183462234086,0.8499187354003762,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-051305,0001158449,ADVANCE AUTO PARTS INC,5531,10-K,2026,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-13,RevenueFromContractWithCustomerExcludingAssessedTax,USD,8601000000.0,9094000000.0,-493000000.0,-5.421156806685727,NetIncomeLoss,USD,44000000.0,-336000000.0,380000000.0,113.0952380952381,0.5115684222764795,-3.694743787112382,4.206312209388861,OperatingIncomeLoss,USD,-43000000.0,-713000000.0,670000000.0,-6.03085553997195,-0.4999418672247413,-7.840334286342643,7.340392419117901,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-054061,0000775158,OSHKOSH CORP,3711,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-17,RevenueFromContractWithCustomerExcludingAssessedTax,USD,10422300000.0,10730200000.0,-307900000.0,-2.869471212092971,ProfitLoss,USD,647000000.0,681400000.0,-34400000.0,-5.048429703551512,6.207842798614509,6.350301019552291,-0.14245822093778213,OperatingIncomeLoss,USD,939500000.0,1010700000.0,-71200000.0,92.95537746116553,9.014325053011332,9.419209334401968,-0.404884281390637,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-056028,0001121788,GARMIN LTD,3812,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-18,RevenueFromContractWithCustomerExcludingAssessedTax,USD,7245519000.0,6296903000.0,948616000.0,15.064802491002323,NetIncomeLoss,USD,1663887000.0,1411436000.0,252451000.0,17.88611031601858,22.964359074898567,22.414764845512153,0.5495942293864187,OperatingIncomeLoss,USD,1876076000.0,1593994000.0,282082000.0,117.6965534374659,25.892913951367735,25.313936073018752,0.5789778783489852,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-057356,0000061986,MANITOWOC CO INC,3531,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-18,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2240900000.0,2178000000.0,62900000.0,2.8879706152433426,NetIncomeLoss,USD,7200000.0,55800000.0,-48600000.0,-87.09677419354838,0.32129947788834845,2.56198347107438,-2.2406839931860314,OperatingIncomeLoss,USD,53800000.0,51800000.0,2000000.0,103.86100386100387,2.400821098665715,2.3783287419651056,0.02249235670060898,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-059372,0001590955,"PAYCOM SOFTWARE, INC.",7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-19,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2051700000.0,1883200000.0,168500000.0,8.947536108751063,NetIncomeLoss,USD,453400000.0,502000000.0,-48600000.0,-9.681274900398407,22.09874738022128,26.656754460492778,-4.558007080271498,OperatingIncomeLoss,USD,567200000.0,634300000.0,-67100000.0,89.42140942771559,27.645367256421505,33.682030586236195,-6.03666332981469,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-062321,0001286681,DOMINOS PIZZA INC,5140,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-23,Revenues,USD,4939994000.0,4706416000.0,233578000.0,4.9629696992361065,NetIncomeLoss,USD,601704000.0,584170000.0,17534000.0,3.001523529109677,12.18025770881503,12.412204955957995,-0.23194724714296344,OperatingIncomeLoss,USD,953974000.0,878999000.0,74975000.0,108.52958877086321,19.31123802984376,18.676610822332748,0.6346272075110126,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-064403,0000732834,"CONTINENTAL RESOURCES, INC",1311,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-23,RevenueFromContractWithCustomerIncludingAssessedTax,USD,6983581000.0,7256685000.0,-273104000.0,-3.7634815346125676,NetIncomeLoss,USD,2078441000.0,2011778000.0,66663000.0,3.313635997610074,29.761822766858437,27.723099459326125,2.0387233075323143,OperatingIncomeLoss,USD,2862620000.0,2753698000.0,108922000.0,103.95548095688054,40.99071808574999,37.947051580714884,3.043666505035103,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-065183,0000007431,ARMSTRONG WORLD INDUSTRIES INC,3089,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,USD,1620800000.0,1445700000.0,175100000.0,12.111779760669572,NetIncomeLoss,USD,308700000.0,264900000.0,43800000.0,16.534541336353342,19.046150049358342,18.32330358995642,0.7228464594019185,OperatingIncomeLoss,USD,430900000.0,374300000.0,56600000.0,115.12156024579214,26.58563672260612,25.890572041225703,0.6950646813804195,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-065194,0001745999,BEAM THERAPEUTICS INC.,2836,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,USD,139743000.0,63518000.0,76225000.0,120.00535281337574,NetIncomeLoss,USD,-79992000.0,-376742000.0,296750000.0,78.76743235423712,-57.24222322406131,-593.1263578828049,535.8841346587436,OperatingIncomeLoss,USD,-383693000.0,-415568000.0,31875000.0,-92.32977515111847,-274.570461490021,-654.2523379199597,379.6818764299387,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-067464,0001213037,"CARDIFF ONCOLOGY, INC.",2836,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,USD,593000.0,683000.0,-90000.0,-13.177159590043924,NetIncomeLoss,USD,-45851000.0,-45431000.0,-420000.0,-0.924478880059871,-7732.040472175379,-6651.6837481698385,-1080.35672400554,OperatingIncomeLoss,USD,-48960000.0,-48651000.0,-309000.0,-100.63513596842819,-8256.323777403035,-7123.133235724744,-1133.1905416782915,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-067467,0000949870,BOSTON BEER CO INC,2082,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerIncludingAssessedTax,USD,2087251000.0,2137802000.0,-50551000.0,-2.364624974623468,NetIncomeLoss,USD,108469000.0,59695000.0,48774000.0,81.70533545523075,5.196739635051079,2.7923540159472204,2.404385619103859,OperatingIncomeLoss,USD,144882000.0,75973000.0,68909000.0,190.701959906809,6.94128305603878,3.553790294891669,3.387492761147111,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-067540,0001580560,FLYWIRE CORP,7389,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,Revenues,USD,623025000.0,492144000.0,130881000.0,26.594045645177022,NetIncomeLoss,USD,13497000.0,2900000.0,10597000.0,365.41379310344826,2.1663657156614904,0.5892584284274521,1.5771072872340384,OperatingIncomeLoss,USD,11295000.0,-7255000.0,18550000.0,155.6857339765679,1.8129288551823763,-1.4741620338762638,3.28709088905864,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-076504,0001793663,VTEX,7372,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractWithCustomerExcludingAssessedTax,USD,240517000.0,226661000.0,13856000.0,6.113094003820684,NetIncomeLoss,USD,20010000.0,15818000.0,4192000.0,26.501454039701606,8.319578241870637,6.97870387936169,1.3408743625089468,OperatingIncomeLoss,USD,18108000.0,7386000.0,10722000.0,245.16653127538586,7.5287817493150175,3.2586108770366318,4.270170872278385,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-076752,0001272842,AIRGAIN INC,3663,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractWithCustomerExcludingAssessedTax,USD,51779000.0,60599000.0,-8820000.0,-14.554695622039967,NetIncomeLoss,USD,-6426000.0,-8688000.0,2262000.0,26.035911602209946,-12.410436663512234,-14.336870245383587,1.926433581871352,OperatingIncomeLoss,USD,-8483000.0,-8928000.0,445000.0,-95.01568100358423,-16.383089669557155,-14.732916384758825,-1.6501732847983341,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
